cve,ubicageo_c,orgapoli_e,sexostt,sexos1,sexos2,,,,orgapoli_e,(Varios elementos),,,
12,12039,7,4,3,1,,,,,,,,
12,12039,8,4,2,2,,,,,,,,
12,12039,9,0,0,0,,,,,,,,
12,12040,1,30,30,0,,,,,,,,
12,12040,2,10,10,0,,,,,,,,
12,12040,3,0,0,0,,,,,,,,
12,12040,4,0,0,0,,,,,,,,
12,12040,5,0,0,0,,,,,,,,
12,12040,6,NA,NA,NA,,,,,,,,
12,12040,7,3,3,0,,,,,,,,
12,12040,8,3,0,3,,,,,,,,
12,12040,9,0,0,0,,,,,,,,
12,12041,1,39,38,1,,,,,,,,
12,12041,2,5,5,0,,,,,,,,
12,12041,3,0,0,0,,,,,,,,
12,12041,4,0,0,0,,,,,,,,
12,12041,5,0,0,0,,,,,,,,
12,12041,6,NA,NA,NA,,,,,,,,
12,12041,7,3,3,0,,,,,,,,
12,12041,8,2,0,2,,,,,,,,
12,12041,9,0,0,0,,,,,,,,
12,12042,1,25,24,1,,,,,,,,
12,12042,2,4,4,0,,,,,,,,
12,12042,3,0,0,0,,,,,,,,
12,12042,4,0,0,0,,,,,,,,
12,12042,5,0,0,0,,,,,,,,
12,12042,6,NA,NA,NA,,,,,,,,
12,12042,7,2,2,0,,,,,,,,
12,12042,8,0,0,0,,,,,,,,
12,12042,9,0,0,0,,,,,,,,
12,12043,1,31,31,0,,,,,,,,
12,12043,2,1,1,0,,,,,,,,
12,12043,3,0,0,0,,,,,,,,
12,12043,4,0,0,0,,,,,,,,
12,12043,5,0,0,0,,,,,,,,
12,12043,6,0,0,0,,,,,,,,
12,12043,7,3,3,0,,,,,,,,
12,12043,8,0,0,0,,,,,,,,
12,12043,9,0,0,0,,,,,,,,
12,12044,1,30,27,3,,,,,,,,
12,12044,2,6,6,0,,,,,,,,
12,12044,3,0,0,0,,,,,,,,
12,12044,4,0,0,0,,,,,,,,
12,12044,5,0,0,0,,,,,,,,
12,12044,6,NA,NA,NA,,,,,,,,
12,12044,7,3,3,0,,,,,,,,
12,12044,8,2,1,1,,,,,,,,
12,12044,9,0,0,0,,,,,,,,
12,12045,1,22,21,1,,,,,,,,
12,12045,2,6,4,2,,,,,,,,
12,12045,3,0,0,0,,,,,,,,
12,12045,4,0,0,0,,,,,,,,
12,12045,5,0,0,0,,,,,,,,
12,12045,6,NA,NA,NA,,,,,,,,
12,12045,7,3,3,0,,,,,,,,
12,12045,8,0,0,0,,,,,,,,
12,12045,9,0,0,0,,,,,,,,
12,12046,1,147,140,7,,,,,,,,
12,12046,2,35,31,4,,,,,,,,
12,12046,3,0,0,0,,,,,,,,
12,12046,4,0,0,0,,,,,,,,
12,12046,5,0,0,0,,,,,,,,
12,12046,6,NA,NA,NA,,,,,,,,
12,12046,7,2,2,0,,,,,,,,
12,12046,8,2,0,2,,,,,,,,
12,12046,9,0,0,0,,,,,,,,
12,12047,1,0,0,0,,,,,,,,
12,12047,2,5,5,0,,,,,,,,
12,12047,3,0,0,0,,,,,,,,
12,12047,4,0,0,0,,,,,,,,
12,12047,5,0,0,0,,,,,,,,
12,12047,6,NA,NA,NA,,,,,,,,
12,12047,7,0,0,0,,,,,,,,
12,12047,8,0,0,0,,,,,,,,
12,12047,9,0,0,0,,,,,,,,
12,12048,1,80,70,10,,,,,,,,
12,12048,2,16,10,6,,,,,,,,
12,12048,3,0,0,0,,,,,,,,
12,12048,4,0,0,0,,,,,,,,
12,12048,5,0,0,0,,,,,,,,
12,12048,6,NA,NA,NA,,,,,,,,
12,12048,7,0,0,0,,,,,,,,
12,12048,8,4,2,2,,,,,,,,
12,12048,9,0,0,0,,,,,,,,
12,12049,1,10,8,2,,,,,,,,
12,12049,2,0,0,0,,,,,,,,
12,12049,3,0,0,0,,,,,,,,
12,12049,4,0,0,0,,,,,,,,
12,12049,5,0,0,0,,,,,,,,
12,12049,6,NA,NA,NA,,,,,,,,
12,12049,7,0,0,0,,,,,,,,
12,12049,8,0,0,0,,,,,,,,
12,12049,9,0,0,0,,,,,,,,
12,12050,1,20,20,0,,,,,,,,
12,12050,2,13,13,0,,,,,,,,
12,12050,3,0,0,0,,,,,,,,
12,12050,4,0,0,0,,,,,,,,
12,12050,5,0,0,0,,,,,,,,
12,12050,6,NA,NA,NA,,,,,,,,
12,12050,7,0,0,0,,,,,,,,
12,12050,8,0,0,0,,,,,,,,
12,12050,9,0,0,0,,,,,,,,
12,12051,1,21,21,0,,,,,,,,
12,12051,2,0,0,0,,,,,,,,
12,12051,3,0,0,0,,,,,,,,
12,12051,4,0,0,0,,,,,,,,
12,12051,5,0,0,0,,,,,,,,
12,12051,6,NA,NA,NA,,,,,,,,
12,12051,7,0,0,0,,,,,,,,
12,12051,8,0,0,0,,,,,,,,
12,12051,9,0,0,0,,,,,,,,
12,12052,1,72,67,5,,,,,,,,
12,12052,2,16,14,2,,,,,,,,
12,12052,3,0,0,0,,,,,,,,
12,12052,4,0,0,0,,,,,,,,
12,12052,5,0,0,0,,,,,,,,
12,12052,6,NA,NA,NA,,,,,,,,
12,12052,7,0,0,0,,,,,,,,
12,12052,8,0,0,0,,,,,,,,
12,12052,9,0,0,0,,,,,,,,
12,12053,1,92,88,4,,,,,,,,
12,12053,2,22,19,3,,,,,,,,
12,12053,3,0,0,0,,,,,,,,
12,12053,4,0,0,0,,,,,,,,
12,12053,5,0,0,0,,,,,,,,
12,12053,6,NA,NA,NA,,,,,,,,
12,12053,7,2,2,0,,,,,,,,
12,12053,8,1,1,0,,,,,,,,
12,12053,9,0,0,0,,,,,,,,
12,12054,1,15,13,2,,,,,,,,
12,12054,2,4,4,0,,,,,,,,
12,12054,3,0,0,0,,,,,,,,
12,12054,4,0,0,0,,,,,,,,
12,12054,5,0,0,0,,,,,,,,
12,12054,6,NA,NA,NA,,,,,,,,
12,12054,7,0,0,0,,,,,,,,
12,12054,8,0,0,0,,,,,,,,
12,12054,9,0,0,0,,,,,,,,
12,12055,1,36,27,9,,,,,,,,
12,12055,2,45,33,12,,,,,,,,
12,12055,3,0,0,0,,,,,,,,
12,12055,4,0,0,0,,,,,,,,
12,12055,5,0,0,0,,,,,,,,
12,12055,6,NA,NA,NA,,,,,,,,
12,12055,7,0,0,0,,,,,,,,
12,12055,8,0,0,0,,,,,,,,
12,12055,9,0,0,0,,,,,,,,
12,12056,1,62,62,0,,,,,,,,
12,12056,2,13,13,0,,,,,,,,
12,12056,3,0,0,0,,,,,,,,
12,12056,4,0,0,0,,,,,,,,
12,12056,5,0,0,0,,,,,,,,
12,12056,6,NA,NA,NA,,,,,,,,
12,12056,7,12,12,0,,,,,,,,
12,12056,8,1,0,1,,,,,,,,
12,12056,9,0,0,0,,,,,,,,
12,12057,1,107,103,4,,,,,,,,
12,12057,2,20,19,1,,,,,,,,
12,12057,3,0,0,0,,,,,,,,
12,12057,4,0,0,0,,,,,,,,
12,12057,5,0,0,0,,,,,,,,
12,12057,6,NA,NA,NA,,,,,,,,
12,12057,7,1,0,1,,,,,,,,
12,12057,8,15,12,3,,,,,,,,
12,12057,9,3,2,1,,,,,,,,
12,12058,1,18,16,2,,,,,,,,
12,12058,2,30,27,3,,,,,,,,
12,12058,3,0,0,0,,,,,,,,
12,12058,4,0,0,0,,,,,,,,
12,12058,5,0,0,0,,,,,,,,
12,12058,6,NA,NA,NA,,,,,,,,
12,12058,7,0,0,0,,,,,,,,
12,12058,8,0,0,0,,,,,,,,
12,12058,9,0,0,0,,,,,,,,
12,12059,1,22,22,0,,,,,,,,
12,12059,2,5,4,1,,,,,,,,
12,12059,3,0,0,0,,,,,,,,
12,12059,4,0,0,0,,,,,,,,
12,12059,5,0,0,0,,,,,,,,
12,12059,6,NA,NA,NA,,,,,,,,
12,12059,7,0,0,0,,,,,,,,
12,12059,8,0,0,0,,,,,,,,
12,12059,9,0,0,0,,,,,,,,
12,12060,1,11,9,2,,,,,,,,
12,12060,2,5,5,0,,,,,,,,
12,12060,3,0,0,0,,,,,,,,
12,12060,4,0,0,0,,,,,,,,
12,12060,5,0,0,0,,,,,,,,
12,12060,6,NA,NA,NA,,,,,,,,
12,12060,7,0,0,0,,,,,,,,
12,12060,8,0,0,0,,,,,,,,
12,12060,9,0,0,0,,,,,,,,
12,12061,1,43,39,4,,,,,,,,
12,12061,2,18,15,3,,,,,,,,
12,12061,3,0,0,0,,,,,,,,
12,12061,4,0,0,0,,,,,,,,
12,12061,5,0,0,0,,,,,,,,
12,12061,6,NA,NA,NA,,,,,,,,
12,12061,7,8,7,1,,,,,,,,
12,12061,8,1,1,0,,,,,,,,
12,12061,9,0,0,0,,,,,,,,
12,12062,1,30,29,1,,,,,,,,
12,12062,2,3,3,0,,,,,,,,
12,12062,3,0,0,0,,,,,,,,
12,12062,4,0,0,0,,,,,,,,
12,12062,5,0,0,0,,,,,,,,
12,12062,6,NA,NA,NA,,,,,,,,
12,12062,7,1,1,0,,,,,,,,
12,12062,8,0,0,0,,,,,,,,
12,12062,9,0,0,0,,,,,,,,
12,12063,1,16,14,2,,,,,,,,
12,12063,2,0,0,0,,,,,,,,
12,12063,3,0,0,0,,,,,,,,
12,12063,4,0,0,0,,,,,,,,
12,12063,5,0,0,0,,,,,,,,
12,12063,6,NA,NA,NA,,,,,,,,
12,12063,7,3,3,0,,,,,,,,
12,12063,8,0,0,0,,,,,,,,
12,12063,9,0,0,0,,,,,,,,
12,12064,1,11,11,0,,,,,,,,
12,12064,2,0,0,0,,,,,,,,
12,12064,3,0,0,0,,,,,,,,
12,12064,4,0,0,0,,,,,,,,
12,12064,5,0,0,0,,,,,,,,
12,12064,6,NA,NA,NA,,,,,,,,
12,12064,7,0,0,0,,,,,,,,
12,12064,8,0,0,0,,,,,,,,
12,12064,9,0,0,0,,,,,,,,
12,12065,1,13,10,3,,,,,,,,
12,12065,2,3,3,0,,,,,,,,
12,12065,3,0,0,0,,,,,,,,
12,12065,4,0,0,0,,,,,,,,
12,12065,5,0,0,0,,,,,,,,
12,12065,6,NA,NA,NA,,,,,,,,
12,12065,7,4,4,0,,,,,,,,
12,12065,8,0,0,0,,,,,,,,
12,12065,9,0,0,0,,,,,,,,
12,12066,1,140,119,21,,,,,,,,
12,12066,2,55,40,15,,,,,,,,
12,12066,3,0,0,0,,,,,,,,
12,12066,4,0,0,0,,,,,,,,
12,12066,5,0,0,0,,,,,,,,
12,12066,6,NA,NA,NA,,,,,,,,
12,12066,7,2,2,0,,,,,,,,
12,12066,8,9,9,0,,,,,,,,
12,12066,9,4,3,1,,,,,,,,
12,12067,1,17,17,0,,,,,,,,
12,12067,2,6,3,3,,,,,,,,
12,12067,3,0,0,0,,,,,,,,
12,12067,4,0,0,0,,,,,,,,
12,12067,5,0,0,0,,,,,,,,
12,12067,6,NA,NA,NA,,,,,,,,
12,12067,7,0,0,0,,,,,,,,
12,12067,8,0,0,0,,,,,,,,
12,12067,9,0,0,0,,,,,,,,
12,12068,1,29,25,4,,,,,,,,
12,12068,2,2,2,0,,,,,,,,
12,12068,3,0,0,0,,,,,,,,
12,12068,4,0,0,0,,,,,,,,
12,12068,5,0,0,0,,,,,,,,
12,12068,6,NA,NA,NA,,,,,,,,
12,12068,7,3,3,0,,,,,,,,
12,12068,8,2,2,0,,,,,,,,
12,12068,9,0,0,0,,,,,,,,
12,12069,1,15,14,1,,,,,,,,
12,12069,2,4,4,0,,,,,,,,
12,12069,3,0,0,0,,,,,,,,
12,12069,4,0,0,0,,,,,,,,
12,12069,5,0,0,0,,,,,,,,
12,12069,6,NA,NA,NA,,,,,,,,
12,12069,7,3,3,0,,,,,,,,
12,12069,8,0,0,0,,,,,,,,
12,12069,9,0,0,0,,,,,,,,
12,12070,1,14,12,2,,,,,,,,
12,12070,2,2,1,1,,,,,,,,
12,12070,3,0,0,0,,,,,,,,
12,12070,4,0,0,0,,,,,,,,
12,12070,5,0,0,0,,,,,,,,
12,12070,6,NA,NA,NA,,,,,,,,
12,12070,7,4,4,0,,,,,,,,
12,12070,8,2,0,2,,,,,,,,
12,12070,9,0,0,0,,,,,,,,
12,12071,1,28,26,2,,,,,,,,
12,12071,2,5,5,0,,,,,,,,
12,12071,3,0,0,0,,,,,,,,
12,12071,4,0,0,0,,,,,,,,
12,12071,5,0,0,0,,,,,,,,
12,12071,6,NA,NA,NA,,,,,,,,
12,12071,7,0,0,0,,,,,,,,
12,12071,8,0,0,0,,,,,,,,
12,12071,9,0,0,0,,,,,,,,
12,12072,1,18,18,0,,,,,,,,
12,12072,2,0,0,0,,,,,,,,
12,12072,3,0,0,0,,,,,,,,
12,12072,4,0,0,0,,,,,,,,
12,12072,5,0,0,0,,,,,,,,
12,12072,6,NA,NA,NA,,,,,,,,
12,12072,7,1,1,0,,,,,,,,
12,12072,8,0,0,0,,,,,,,,
12,12072,9,0,0,0,,,,,,,,
12,12073,1,19,19,0,,,,,,,,
12,12073,2,0,0,0,,,,,,,,
12,12073,3,0,0,0,,,,,,,,
12,12073,4,0,0,0,,,,,,,,
12,12073,5,0,0,0,,,,,,,,
12,12073,6,NA,NA,NA,,,,,,,,
12,12073,7,0,0,0,,,,,,,,
12,12073,8,0,0,0,,,,,,,,
12,12073,9,0,0,0,,,,,,,,
12,12074,1,0,0,0,,,,,,,,
12,12074,2,5,3,2,,,,,,,,
12,12074,3,0,0,0,,,,,,,,
12,12074,4,0,0,0,,,,,,,,
12,12074,5,0,0,0,,,,,,,,
12,12074,6,NA,NA,NA,,,,,,,,
12,12074,7,1,1,0,,,,,,,,
12,12074,8,0,0,0,,,,,,,,
12,12074,9,0,0,0,,,,,,,,
12,12075,1,48,46,2,,,,,,,,
12,12075,2,11,9,2,,,,,,,,
12,12075,3,0,0,0,,,,,,,,
12,12075,4,0,0,0,,,,,,,,
12,12075,5,0,0,0,,,,,,,,
12,12075,6,NA,NA,NA,,,,,,,,
12,12075,7,2,2,0,,,,,,,,
12,12075,8,6,2,4,,,,,,,,
12,12075,9,0,0,0,,,,,,,,
12,12076,1,24,23,1,,,,,,,,
12,12076,2,8,8,0,,,,,,,,
12,12076,3,0,0,0,,,,,,,,
12,12076,4,0,0,0,,,,,,,,
12,12076,5,0,0,0,,,,,,,,
12,12076,6,NA,NA,NA,,,,,,,,
12,12076,7,2,2,0,,,,,,,,
12,12076,8,1,1,0,,,,,,,,
12,12076,9,0,0,0,,,,,,,,
12,12077,1,35,29,6,,,,,,,,
12,12077,2,11,9,2,,,,,,,,
12,12077,3,0,0,0,,,,,,,,
12,12077,4,0,0,0,,,,,,,,
12,12077,5,0,0,0,,,,,,,,
12,12077,6,NA,NA,NA,,,,,,,,
12,12077,7,4,2,2,,,,,,,,
12,12077,8,2,2,0,,,,,,,,
12,12077,9,0,0,0,,,,,,,,
12,12078,1,20,20,0,,,,,,,,
12,12078,2,3,3,0,,,,,,,,
12,12078,3,0,0,0,,,,,,,,
12,12078,4,0,0,0,,,,,,,,
12,12078,5,0,0,0,,,,,,,,
12,12078,6,NA,NA,NA,,,,,,,,
12,12078,7,2,2,0,,,,,,,,
12,12078,8,0,0,0,,,,,,,,
12,12078,9,0,0,0,,,,,,,,
12,12079,1,36,32,4,,,,,,,,
12,12079,2,0,0,0,,,,,,,,
12,12079,3,0,0,0,,,,,,,,
12,12079,4,0,0,0,,,,,,,,
12,12079,5,0,0,0,,,,,,,,
12,12079,6,NA,NA,NA,,,,,,,,
12,12079,7,0,0,0,,,,,,,,
12,12079,8,0,0,0,,,,,,,,
12,12079,9,0,0,0,,,,,,,,
12,12080,1,17,16,1,,,,,,,,
12,12080,2,2,2,0,,,,,,,,
12,12080,3,0,0,0,,,,,,,,
12,12080,4,0,0,0,,,,,,,,
12,12080,5,0,0,0,,,,,,,,
12,12080,6,NA,NA,NA,,,,,,,,
12,12080,7,2,2,0,,,,,,,,
12,12080,8,1,0,1,,,,,,,,
12,12080,9,0,0,0,,,,,,,,
12,12081,1,31,28,3,,,,,,,,
12,12081,2,6,5,1,,,,,,,,
12,12081,3,0,0,0,,,,,,,,
12,12081,4,0,0,0,,,,,,,,
12,12081,5,0,0,0,,,,,,,,
12,12081,6,NA,NA,NA,,,,,,,,
12,12081,7,0,0,0,,,,,,,,
12,12081,8,0,0,0,,,,,,,,
12,12081,9,0,0,0,,,,,,,,
13,13001,1,20,19,1,,,,,,,,
13,13001,2,6,6,0,,,,,,,,
13,13001,3,0,0,0,,,,,,,,
13,13001,4,0,0,0,,,,,,,,
13,13001,5,0,0,0,,,,,,,,
13,13001,6,NA,NA,NA,,,,,,,,
13,13001,7,3,3,0,,,,,,,,
13,13001,8,3,0,3,,,,,,,,
13,13001,9,1,0,1,,,,,,,,
13,13002,1,69,59,10,,,,,,,,
13,13002,2,0,0,0,,,,,,,,
13,13002,3,0,0,0,,,,,,,,
13,13002,4,0,0,0,,,,,,,,
13,13002,5,0,0,0,,,,,,,,
13,13002,6,0,0,0,,,,,,,,
13,13002,7,4,4,0,,,,,,,,
13,13002,8,1,0,1,,,,,,,,
13,13002,9,0,0,0,,,,,,,,
13,13003,1,0,0,0,,,,,,,,
13,13003,2,53,40,13,,,,,,,,
13,13003,3,0,0,0,,,,,,,,
13,13003,4,0,0,0,,,,,,,,
13,13003,5,0,0,0,,,,,,,,
13,13003,6,NA,NA,NA,,,,,,,,
13,13003,7,6,6,0,,,,,,,,
13,13003,8,11,7,4,,,,,,,,
13,13003,9,0,0,0,,,,,,,,
13,13004,1,17,13,4,,,,,,,,
13,13004,2,0,0,0,,,,,,,,
13,13004,3,0,0,0,,,,,,,,
13,13004,4,0,0,0,,,,,,,,
13,13004,5,0,0,0,,,,,,,,
13,13004,6,NA,NA,NA,,,,,,,,
13,13004,7,2,2,0,,,,,,,,
13,13004,8,1,0,1,,,,,,,,
13,13004,9,2,1,1,,,,,,,,
13,13005,1,16,15,1,,,,,,,,
13,13005,2,0,0,0,,,,,,,,
13,13005,3,0,0,0,,,,,,,,
13,13005,4,0,0,0,,,,,,,,
13,13005,5,0,0,0,,,,,,,,
13,13005,6,NA,NA,NA,,,,,,,,
13,13005,7,2,2,0,,,,,,,,
13,13005,8,1,0,1,,,,,,,,
13,13005,9,0,0,0,,,,,,,,
13,13006,1,17,16,1,,,,,,,,
13,13006,2,0,0,0,,,,,,,,
13,13006,3,0,0,0,,,,,,,,
13,13006,4,0,0,0,,,,,,,,
13,13006,5,0,0,0,,,,,,,,
13,13006,6,NA,NA,NA,,,,,,,,
13,13006,7,2,2,0,,,,,,,,
13,13006,8,0,0,0,,,,,,,,
13,13006,9,0,0,0,,,,,,,,
13,13007,1,27,20,7,,,,,,,,
13,13007,2,0,0,0,,,,,,,,
13,13007,3,0,0,0,,,,,,,,
13,13007,4,0,0,0,,,,,,,,
13,13007,5,0,0,0,,,,,,,,
13,13007,6,NA,NA,NA,,,,,,,,
13,13007,7,3,3,0,,,,,,,,
13,13007,8,1,0,1,,,,,,,,
13,13007,9,0,0,0,,,,,,,,
13,13008,1,72,66,6,,,,,,,,
13,13008,2,0,0,0,,,,,,,,
13,13008,3,0,0,0,,,,,,,,
13,13008,4,0,0,0,,,,,,,,
13,13008,5,0,0,0,,,,,,,,
13,13008,6,NA,NA,NA,,,,,,,,
13,13008,7,1,1,0,,,,,,,,
13,13008,8,2,2,0,,,,,,,,
13,13008,9,0,0,0,,,,,,,,
13,13009,1,0,0,0,,,,,,,,
13,13009,2,0,0,0,,,,,,,,
13,13009,3,0,0,0,,,,,,,,
13,13009,4,0,0,0,,,,,,,,
13,13009,5,16,13,3,,,,,,,,
13,13009,6,2,0,2,,,,,,,,
13,13009,7,4,4,0,,,,,,,,
13,13009,8,0,0,0,,,,,,,,
13,13009,9,0,0,0,,,,,,,,
13,13010,1,49,45,4,,,,,,,,
13,13010,2,0,0,0,,,,,,,,
13,13010,3,0,0,0,,,,,,,,
13,13010,4,0,0,0,,,,,,,,
13,13010,5,0,0,0,,,,,,,,
13,13010,6,NA,NA,NA,,,,,,,,
13,13010,7,3,2,1,,,,,,,,
13,13010,8,2,0,2,,,,,,,,
13,13010,9,0,0,0,,,,,,,,
13,13011,1,30,28,2,,,,,,,,
13,13011,2,0,0,0,,,,,,,,
13,13011,3,0,0,0,,,,,,,,
13,13011,4,0,0,0,,,,,,,,
13,13011,5,0,0,0,,,,,,,,
13,13011,6,NA,NA,NA,,,,,,,,
13,13011,7,1,1,0,,,,,,,,
13,13011,8,1,1,0,,,,,,,,
13,13011,9,0,0,0,,,,,,,,
13,13012,1,25,23,2,,,,,,,,
13,13012,2,8,7,1,,,,,,,,
13,13012,3,0,0,0,,,,,,,,
13,13012,4,0,0,0,,,,,,,,
13,13012,5,0,0,0,,,,,,,,
13,13012,6,NA,NA,NA,,,,,,,,
13,13012,7,2,2,0,,,,,,,,
13,13012,8,2,1,1,,,,,,,,
13,13012,9,0,0,0,,,,,,,,
13,13013,1,0,0,0,,,,,,,,
13,13013,2,56,46,10,,,,,,,,
13,13013,3,0,0,0,,,,,,,,
13,13013,4,0,0,0,,,,,,,,
13,13013,5,0,0,0,,,,,,,,
13,13013,6,NA,NA,NA,,,,,,,,
13,13013,7,7,4,3,,,,,,,,
13,13013,8,3,0,3,,,,,,,,
13,13013,9,0,0,0,,,,,,,,
13,13014,1,18,18,0,,,,,,,,
13,13014,2,0,0,0,,,,,,,,
13,13014,3,0,0,0,,,,,,,,
13,13014,4,0,0,0,,,,,,,,
13,13014,5,0,0,0,,,,,,,,
13,13014,6,NA,NA,NA,,,,,,,,
13,13014,7,3,3,0,,,,,,,,
13,13014,8,1,1,0,,,,,,,,
13,13014,9,0,0,0,,,,,,,,
13,13015,1,19,15,4,,,,,,,,
13,13015,2,0,0,0,,,,,,,,
13,13015,3,0,0,0,,,,,,,,
13,13015,4,0,0,0,,,,,,,,
13,13015,5,0,0,0,,,,,,,,
13,13015,6,NA,NA,NA,,,,,,,,
13,13015,7,2,2,0,,,,,,,,
13,13015,8,0,0,0,,,,,,,,
13,13015,9,0,0,0,,,,,,,,
13,13016,1,50,44,6,,,,,,,,
13,13016,2,7,4,3,,,,,,,,
13,13016,3,0,0,0,,,,,,,,
13,13016,4,0,0,0,,,,,,,,
13,13016,5,0,0,0,,,,,,,,
13,13016,6,NA,NA,NA,,,,,,,,
13,13016,7,1,1,0,,,,,,,,
13,13016,8,1,0,1,,,,,,,,
13,13016,9,1,1,0,,,,,,,,
13,13017,1,19,14,5,,,,,,,,
13,13017,2,0,0,0,,,,,,,,
13,13017,3,0,0,0,,,,,,,,
13,13017,4,0,0,0,,,,,,,,
13,13017,5,0,0,0,,,,,,,,
13,13017,6,NA,NA,NA,,,,,,,,
13,13017,7,0,0,0,,,,,,,,
13,13017,8,0,0,0,,,,,,,,
13,13017,9,0,0,0,,,,,,,,
13,13018,1,25,23,2,,,,,,,,
13,13018,2,5,5,0,,,,,,,,
13,13018,3,0,0,0,,,,,,,,
13,13018,4,0,0,0,,,,,,,,
13,13018,5,0,0,0,,,,,,,,
13,13018,6,NA,NA,NA,,,,,,,,
13,13018,7,5,5,0,,,,,,,,
13,13018,8,1,0,1,,,,,,,,
13,13018,9,0,0,0,,,,,,,,
13,13019,1,23,18,5,,,,,,,,
13,13019,2,0,0,0,,,,,,,,
13,13019,3,0,0,0,,,,,,,,
13,13019,4,0,0,0,,,,,,,,
13,13019,5,0,0,0,,,,,,,,
13,13019,6,NA,NA,NA,,,,,,,,
13,13019,7,4,4,0,,,,,,,,
13,13019,8,1,0,1,,,,,,,,
13,13019,9,0,0,0,,,,,,,,
13,13020,1,13,10,3,,,,,,,,
13,13020,2,0,0,0,,,,,,,,
13,13020,3,0,0,0,,,,,,,,
13,13020,4,0,0,0,,,,,,,,
13,13020,5,0,0,0,,,,,,,,
13,13020,6,NA,NA,NA,,,,,,,,
13,13020,7,1,1,0,,,,,,,,
13,13020,8,1,1,0,,,,,,,,
13,13020,9,0,0,0,,,,,,,,
13,13021,1,17,7,10,,,,,,,,
13,13021,2,16,13,3,,,,,,,,
13,13021,3,0,0,0,,,,,,,,
13,13021,4,0,0,0,,,,,,,,
13,13021,5,0,0,0,,,,,,,,
13,13021,6,NA,NA,NA,,,,,,,,
13,13021,7,4,4,0,,,,,,,,
13,13021,8,1,0,1,,,,,,,,
13,13021,9,0,0,0,,,,,,,,
13,13022,1,24,19,5,,,,,,,,
13,13022,2,0,0,0,,,,,,,,
13,13022,3,0,0,0,,,,,,,,
13,13022,4,0,0,0,,,,,,,,
13,13022,5,0,0,0,,,,,,,,
13,13022,6,NA,NA,NA,,,,,,,,
13,13022,7,1,1,0,,,,,,,,
13,13022,8,0,0,0,,,,,,,,
13,13022,9,0,0,0,,,,,,,,
13,13023,1,31,26,5,,,,,,,,
13,13023,2,0,0,0,,,,,,,,
13,13023,3,0,0,0,,,,,,,,
13,13023,4,0,0,0,,,,,,,,
13,13023,5,0,0,0,,,,,,,,
13,13023,6,NA,NA,NA,,,,,,,,
13,13023,7,5,5,0,,,,,,,,
13,13023,8,0,0,0,,,,,,,,
13,13023,9,0,0,0,,,,,,,,
13,13024,1,27,24,3,,,,,,,,
13,13024,2,0,0,0,,,,,,,,
13,13024,3,0,0,0,,,,,,,,
13,13024,4,0,0,0,,,,,,,,
13,13024,5,0,0,0,,,,,,,,
13,13024,6,NA,NA,NA,,,,,,,,
13,13024,7,2,2,0,,,,,,,,
13,13024,8,1,0,1,,,,,,,,
13,13024,9,0,0,0,,,,,,,,
13,13025,1,25,23,2,,,,,,,,
13,13025,2,0,0,0,,,,,,,,
13,13025,3,0,0,0,,,,,,,,
13,13025,4,0,0,0,,,,,,,,
13,13025,5,0,0,0,,,,,,,,
13,13025,6,NA,NA,NA,,,,,,,,
13,13025,7,2,2,0,,,,,,,,
13,13025,8,0,0,0,,,,,,,,
13,13025,9,0,0,0,,,,,,,,
13,13026,1,18,16,2,,,,,,,,
13,13026,2,0,0,0,,,,,,,,
13,13026,3,0,0,0,,,,,,,,
13,13026,4,0,0,0,,,,,,,,
13,13026,5,0,0,0,,,,,,,,
13,13026,6,NA,NA,NA,,,,,,,,
13,13026,7,3,3,0,,,,,,,,
13,13026,8,2,2,0,,,,,,,,
13,13026,9,0,0,0,,,,,,,,
13,13027,1,37,34,3,,,,,,,,
13,13027,2,0,0,0,,,,,,,,
13,13027,3,0,0,0,,,,,,,,
13,13027,4,0,0,0,,,,,,,,
13,13027,5,0,0,0,,,,,,,,
13,13027,6,NA,NA,NA,,,,,,,,
13,13027,7,1,1,0,,,,,,,,
13,13027,8,0,0,0,,,,,,,,
13,13027,9,0,0,0,,,,,,,,
13,13028,1,132,121,11,,,,,,,,
13,13028,2,40,34,6,,,,,,,,
13,13028,3,0,0,0,,,,,,,,
13,13028,4,0,0,0,,,,,,,,
13,13028,5,0,0,0,,,,,,,,
13,13028,6,NA,NA,NA,,,,,,,,
13,13028,7,1,1,0,,,,,,,,
13,13028,8,0,0,0,,,,,,,,
13,13028,9,0,0,0,,,,,,,,
13,13029,1,35,29,6,,,,,,,,
13,13029,2,0,0,0,,,,,,,,
13,13029,3,0,0,0,,,,,,,,
13,13029,4,0,0,0,,,,,,,,
13,13029,5,0,0,0,,,,,,,,
13,13029,6,NA,NA,NA,,,,,,,,
13,13029,7,5,5,0,,,,,,,,
13,13029,8,1,0,1,,,,,,,,
13,13029,9,0,0,0,,,,,,,,
13,13030,1,74,57,17,,,,,,,,
13,13030,2,0,0,0,,,,,,,,
13,13030,3,0,0,0,,,,,,,,
13,13030,4,0,0,0,,,,,,,,
13,13030,5,0,0,0,,,,,,,,
13,13030,6,NA,NA,NA,,,,,,,,
13,13030,7,7,7,0,,,,,,,,
13,13030,8,0,0,0,,,,,,,,
13,13030,9,0,0,0,,,,,,,,
13,13031,1,18,15,3,,,,,,,,
13,13031,2,0,0,0,,,,,,,,
13,13031,3,0,0,0,,,,,,,,
