cve,ubicageo_c,orgapoli_e,sexostt,sexos1,sexos2,,,,orgapoli_e,(Varios elementos),,,
19,19051,9,0,0,0,,,,,,,,
20,20001,1,32,32,0,,,,,,,,
20,20001,2,0,0,0,,,,,,,,
20,20001,3,0,0,0,,,,,,,,
20,20001,4,0,0,0,,,,,,,,
20,20001,5,0,0,0,,,,,,,,
20,20001,6,NA,NA,NA,,,,,,,,
20,20001,7,2,2,0,,,,,,,,
20,20001,8,0,0,0,,,,,,,,
20,20001,9,0,0,0,,,,,,,,
20,20002,1,51,51,0,,,,,,,,
20,20002,2,0,0,0,,,,,,,,
20,20002,3,0,0,0,,,,,,,,
20,20002,4,0,0,0,,,,,,,,
20,20002,5,0,0,0,,,,,,,,
20,20002,6,NA,NA,NA,,,,,,,,
20,20002,7,2,2,0,,,,,,,,
20,20002,8,6,3,3,,,,,,,,
20,20002,9,0,0,0,,,,,,,,
20,20003,1,17,17,0,,,,,,,,
20,20003,2,0,0,0,,,,,,,,
20,20003,3,0,0,0,,,,,,,,
20,20003,4,0,0,0,,,,,,,,
20,20003,5,0,0,0,,,,,,,,
20,20003,6,NA,NA,NA,,,,,,,,
20,20003,7,0,0,0,,,,,,,,
20,20003,8,0,0,0,,,,,,,,
20,20003,9,0,0,0,,,,,,,,
20,20004,1,7,6,1,,,,,,,,
20,20004,2,0,0,0,,,,,,,,
20,20004,3,0,0,0,,,,,,,,
20,20004,4,0,0,0,,,,,,,,
20,20004,5,0,0,0,,,,,,,,
20,20004,6,NA,NA,NA,,,,,,,,
20,20004,7,1,1,0,,,,,,,,
20,20004,8,0,0,0,,,,,,,,
20,20004,9,0,0,0,,,,,,,,
20,20005,1,25,18,7,,,,,,,,
20,20005,2,0,0,0,,,,,,,,
20,20005,3,0,0,0,,,,,,,,
20,20005,4,0,0,0,,,,,,,,
20,20005,5,0,0,0,,,,,,,,
20,20005,6,NA,NA,NA,,,,,,,,
20,20005,7,3,3,0,,,,,,,,
20,20005,8,1,0,1,,,,,,,,
20,20005,9,0,0,0,,,,,,,,
20,20006,1,18,11,7,,,,,,,,
20,20006,2,0,0,0,,,,,,,,
20,20006,3,0,0,0,,,,,,,,
20,20006,4,0,0,0,,,,,,,,
20,20006,5,0,0,0,,,,,,,,
20,20006,6,NA,NA,NA,,,,,,,,
20,20006,7,4,4,0,,,,,,,,
20,20006,8,0,0,0,,,,,,,,
20,20006,9,0,0,0,,,,,,,,
20,20007,1,8,8,0,,,,,,,,
20,20007,2,0,0,0,,,,,,,,
20,20007,3,0,0,0,,,,,,,,
20,20007,4,0,0,0,,,,,,,,
20,20007,5,0,0,0,,,,,,,,
20,20007,6,NA,NA,NA,,,,,,,,
20,20007,7,2,2,0,,,,,,,,
20,20007,8,0,0,0,,,,,,,,
20,20007,9,0,0,0,,,,,,,,
20,20008,1,6,6,0,,,,,,,,
20,20008,2,0,0,0,,,,,,,,
20,20008,3,0,0,0,,,,,,,,
20,20008,4,0,0,0,,,,,,,,
20,20008,5,0,0,0,,,,,,,,
20,20008,6,NA,NA,NA,,,,,,,,
20,20008,7,1,1,0,,,,,,,,
20,20008,8,0,0,0,,,,,,,,
20,20008,9,0,0,0,,,,,,,,
20,20009,1,6,5,1,,,,,,,,
20,20009,2,0,0,0,,,,,,,,
20,20009,3,0,0,0,,,,,,,,
20,20009,4,0,0,0,,,,,,,,
20,20009,5,0,0,0,,,,,,,,
20,20009,6,NA,NA,NA,,,,,,,,
20,20009,7,3,2,1,,,,,,,,
20,20009,8,0,0,0,,,,,,,,
20,20009,9,0,0,0,,,,,,,,
20,20010,1,14,13,1,,,,,,,,
20,20010,2,0,0,0,,,,,,,,
20,20010,3,0,0,0,,,,,,,,
20,20010,4,0,0,0,,,,,,,,
20,20010,5,0,0,0,,,,,,,,
20,20010,6,NA,NA,NA,,,,,,,,
20,20010,7,3,3,0,,,,,,,,
20,20010,8,1,0,1,,,,,,,,
20,20010,9,0,0,0,,,,,,,,
20,20011,1,7,7,0,,,,,,,,
20,20011,2,0,0,0,,,,,,,,
20,20011,3,0,0,0,,,,,,,,
20,20011,4,0,0,0,,,,,,,,
20,20011,5,0,0,0,,,,,,,,
20,20011,6,NA,NA,NA,,,,,,,,
20,20011,7,1,1,0,,,,,,,,
20,20011,8,0,0,0,,,,,,,,
20,20011,9,0,0,0,,,,,,,,
20,20012,1,19,17,2,,,,,,,,
20,20012,2,0,0,0,,,,,,,,
20,20012,3,0,0,0,,,,,,,,
20,20012,4,0,0,0,,,,,,,,
20,20012,5,0,0,0,,,,,,,,
20,20012,6,NA,NA,NA,,,,,,,,
20,20012,7,0,0,0,,,,,,,,
20,20012,8,0,0,0,,,,,,,,
20,20012,9,0,0,0,,,,,,,,
20,20013,1,8,8,0,,,,,,,,
20,20013,2,0,0,0,,,,,,,,
20,20013,3,0,0,0,,,,,,,,
20,20013,4,0,0,0,,,,,,,,
20,20013,5,0,0,0,,,,,,,,
20,20013,6,NA,NA,NA,,,,,,,,
20,20013,7,3,3,0,,,,,,,,
20,20013,8,0,0,0,,,,,,,,
20,20013,9,0,0,0,,,,,,,,
20,20014,1,56,46,10,,,,,,,,
20,20014,2,0,0,0,,,,,,,,
20,20014,3,0,0,0,,,,,,,,
20,20014,4,0,0,0,,,,,,,,
20,20014,5,0,0,0,,,,,,,,
20,20014,6,NA,NA,NA,,,,,,,,
20,20014,7,3,3,0,,,,,,,,
20,20014,8,0,0,0,,,,,,,,
20,20014,9,0,0,0,,,,,,,,
20,20015,1,6,6,0,,,,,,,,
20,20015,2,0,0,0,,,,,,,,
20,20015,3,0,0,0,,,,,,,,
20,20015,4,0,0,0,,,,,,,,
20,20015,5,0,0,0,,,,,,,,
20,20015,6,NA,NA,NA,,,,,,,,
20,20015,7,1,1,0,,,,,,,,
20,20015,8,0,0,0,,,,,,,,
20,20015,9,0,0,0,,,,,,,,
20,20016,1,12,12,0,,,,,,,,
20,20016,2,0,0,0,,,,,,,,
20,20016,3,0,0,0,,,,,,,,
20,20016,4,0,0,0,,,,,,,,
20,20016,5,0,0,0,,,,,,,,
20,20016,6,NA,NA,NA,,,,,,,,
20,20016,7,2,2,0,,,,,,,,
20,20016,8,3,3,0,,,,,,,,
20,20016,9,0,0,0,,,,,,,,
20,20017,1,8,8,0,,,,,,,,
20,20017,2,0,0,0,,,,,,,,
20,20017,3,0,0,0,,,,,,,,
20,20017,4,0,0,0,,,,,,,,
20,20017,5,0,0,0,,,,,,,,
20,20017,6,NA,NA,NA,,,,,,,,
20,20017,7,2,2,0,,,,,,,,
20,20017,8,0,0,0,,,,,,,,
20,20017,9,0,0,0,,,,,,,,
20,20018,1,4,4,0,,,,,,,,
20,20018,2,0,0,0,,,,,,,,
20,20018,3,0,0,0,,,,,,,,
20,20018,4,0,0,0,,,,,,,,
20,20018,5,0,0,0,,,,,,,,
20,20018,6,NA,NA,NA,,,,,,,,
20,20018,7,1,0,1,,,,,,,,
20,20018,8,0,0,0,,,,,,,,
20,20018,9,0,0,0,,,,,,,,
20,20019,1,5,5,0,,,,,,,,
20,20019,2,0,0,0,,,,,,,,
20,20019,3,0,0,0,,,,,,,,
20,20019,4,0,0,0,,,,,,,,
20,20019,5,0,0,0,,,,,,,,
20,20019,6,NA,NA,NA,,,,,,,,
20,20019,7,1,1,0,,,,,,,,
20,20019,8,0,0,0,,,,,,,,
20,20019,9,0,0,0,,,,,,,,
20,20020,1,16,14,2,,,,,,,,
20,20020,2,0,0,0,,,,,,,,
20,20020,3,0,0,0,,,,,,,,
20,20020,4,0,0,0,,,,,,,,
20,20020,5,0,0,0,,,,,,,,
20,20020,6,NA,NA,NA,,,,,,,,
20,20020,7,2,2,0,,,,,,,,
20,20020,8,0,0,0,,,,,,,,
20,20020,9,0,0,0,,,,,,,,
20,20021,1,13,11,2,,,,,,,,
20,20021,2,0,0,0,,,,,,,,
20,20021,3,0,0,0,,,,,,,,
20,20021,4,0,0,0,,,,,,,,
20,20021,5,0,0,0,,,,,,,,
20,20021,6,NA,NA,NA,,,,,,,,
20,20021,7,3,3,0,,,,,,,,
20,20021,8,4,0,4,,,,,,,,
20,20021,9,0,0,0,,,,,,,,
20,20022,1,20,16,4,,,,,,,,
20,20022,2,0,0,0,,,,,,,,
20,20022,3,0,0,0,,,,,,,,
20,20022,4,0,0,0,,,,,,,,
20,20022,5,0,0,0,,,,,,,,
20,20022,6,NA,NA,NA,,,,,,,,
20,20022,7,1,1,0,,,,,,,,
20,20022,8,0,0,0,,,,,,,,
20,20022,9,0,0,0,,,,,,,,
20,20023,1,50,25,25,,,,,,,,
20,20023,2,9,5,4,,,,,,,,
20,20023,3,0,0,0,,,,,,,,
20,20023,4,0,0,0,,,,,,,,
20,20023,5,0,0,0,,,,,,,,
20,20023,6,NA,NA,NA,,,,,,,,
20,20023,7,2,2,0,,,,,,,,
20,20023,8,1,1,0,,,,,,,,
20,20023,9,1,0,1,,,,,,,,
20,20024,1,0,0,0,,,,,,,,
20,20024,2,0,0,0,,,,,,,,
20,20024,3,0,0,0,,,,,,,,
20,20024,4,0,0,0,,,,,,,,
20,20024,5,9,9,0,,,,,,,,
20,20024,6,0,0,0,,,,,,,,
20,20024,7,0,0,0,,,,,,,,
20,20024,8,0,0,0,,,,,,,,
20,20024,9,0,0,0,,,,,,,,
20,20025,1,10,9,1,,,,,,,,
20,20025,2,0,0,0,,,,,,,,
20,20025,3,0,0,0,,,,,,,,
20,20025,4,0,0,0,,,,,,,,
20,20025,5,0,0,0,,,,,,,,
20,20025,6,NA,NA,NA,,,,,,,,
20,20025,7,3,3,0,,,,,,,,
20,20025,8,0,0,0,,,,,,,,
20,20025,9,0,0,0,,,,,,,,
20,20026,1,16,12,4,,,,,,,,
20,20026,2,0,0,0,,,,,,,,
20,20026,3,0,0,0,,,,,,,,
20,20026,4,0,0,0,,,,,,,,
20,20026,5,0,0,0,,,,,,,,
20,20026,6,NA,NA,NA,,,,,,,,
20,20026,7,2,1,1,,,,,,,,
20,20026,8,0,0,0,,,,,,,,
20,20026,9,0,0,0,,,,,,,,
20,20027,1,15,15,0,,,,,,,,
20,20027,2,0,0,0,,,,,,,,
20,20027,3,0,0,0,,,,,,,,
20,20027,4,0,0,0,,,,,,,,
20,20027,5,0,0,0,,,,,,,,
20,20027,6,0,0,0,,,,,,,,
20,20027,7,0,0,0,,,,,,,,
20,20027,8,0,0,0,,,,,,,,
20,20027,9,0,0,0,,,,,,,,
20,20028,1,30,24,6,,,,,,,,
20,20028,2,0,0,0,,,,,,,,
20,20028,3,0,0,0,,,,,,,,
20,20028,4,0,0,0,,,,,,,,
20,20028,5,0,0,0,,,,,,,,
20,20028,6,NA,NA,NA,,,,,,,,
20,20028,7,1,1,0,,,,,,,,
20,20028,8,0,0,0,,,,,,,,
20,20028,9,0,0,0,,,,,,,,
20,20029,1,18,18,0,,,,,,,,
20,20029,2,0,0,0,,,,,,,,
20,20029,3,0,0,0,,,,,,,,
20,20029,4,0,0,0,,,,,,,,
20,20029,5,0,0,0,,,,,,,,
20,20029,6,NA,NA,NA,,,,,,,,
20,20029,7,0,0,0,,,,,,,,
20,20029,8,0,0,0,,,,,,,,
20,20029,9,0,0,0,,,,,,,,
20,20030,1,32,30,2,,,,,,,,
20,20030,2,2,1,1,,,,,,,,
20,20030,3,0,0,0,,,,,,,,
20,20030,4,0,0,0,,,,,,,,
20,20030,5,0,0,0,,,,,,,,
20,20030,6,NA,NA,NA,,,,,,,,
20,20030,7,1,1,0,,,,,,,,
20,20030,8,0,0,0,,,,,,,,
20,20030,9,0,0,0,,,,,,,,
20,20031,1,28,28,0,,,,,,,,
20,20031,2,0,0,0,,,,,,,,
20,20031,3,0,0,0,,,,,,,,
20,20031,4,0,0,0,,,,,,,,
20,20031,5,0,0,0,,,,,,,,
20,20031,6,NA,NA,NA,,,,,,,,
20,20031,7,0,0,0,,,,,,,,
20,20031,8,0,0,0,,,,,,,,
20,20031,9,0,0,0,,,,,,,,
20,20032,1,10,9,1,,,,,,,,
20,20032,2,0,0,0,,,,,,,,
20,20032,3,0,0,0,,,,,,,,
20,20032,4,0,0,0,,,,,,,,
20,20032,5,0,0,0,,,,,,,,
20,20032,6,NA,NA,NA,,,,,,,,
20,20032,7,1,1,0,,,,,,,,
20,20032,8,0,0,0,,,,,,,,
20,20032,9,0,0,0,,,,,,,,
20,20033,1,206,204,2,,,,,,,,
20,20033,2,0,0,0,,,,,,,,
20,20033,3,0,0,0,,,,,,,,
20,20033,4,0,0,0,,,,,,,,
20,20033,5,0,0,0,,,,,,,,
20,20033,6,NA,NA,NA,,,,,,,,
20,20033,7,1,1,0,,,,,,,,
20,20033,8,0,0,0,,,,,,,,
20,20033,9,0,0,0,,,,,,,,
20,20034,1,6,6,0,,,,,,,,
20,20034,2,0,0,0,,,,,,,,
20,20034,3,0,0,0,,,,,,,,
20,20034,4,0,0,0,,,,,,,,
20,20034,5,0,0,0,,,,,,,,
20,20034,6,NA,NA,NA,,,,,,,,
20,20034,7,1,0,1,,,,,,,,
20,20034,8,0,0,0,,,,,,,,
20,20034,9,0,0,0,,,,,,,,
20,20035,1,15,11,4,,,,,,,,
20,20035,2,0,0,0,,,,,,,,
20,20035,3,0,0,0,,,,,,,,
20,20035,4,0,0,0,,,,,,,,
20,20035,5,0,0,0,,,,,,,,
20,20035,6,NA,NA,NA,,,,,,,,
20,20035,7,4,4,0,,,,,,,,
20,20035,8,0,0,0,,,,,,,,
20,20035,9,0,0,0,,,,,,,,
20,20036,1,6,6,0,,,,,,,,
20,20036,2,0,0,0,,,,,,,,
20,20036,3,0,0,0,,,,,,,,
20,20036,4,0,0,0,,,,,,,,
20,20036,5,0,0,0,,,,,,,,
20,20036,6,NA,NA,NA,,,,,,,,
20,20036,7,1,1,0,,,,,,,,
20,20036,8,0,0,0,,,,,,,,
20,20036,9,0,0,0,,,,,,,,
20,20037,1,8,7,1,,,,,,,,
20,20037,2,0,0,0,,,,,,,,
20,20037,3,0,0,0,,,,,,,,
20,20037,4,0,0,0,,,,,,,,
20,20037,5,0,0,0,,,,,,,,
20,20037,6,NA,NA,NA,,,,,,,,
20,20037,7,1,1,0,,,,,,,,
20,20037,8,0,0,0,,,,,,,,
20,20037,9,0,0,0,,,,,,,,
20,20038,1,10,10,0,,,,,,,,
20,20038,2,0,0,0,,,,,,,,
20,20038,3,0,0,0,,,,,,,,
20,20038,4,0,0,0,,,,,,,,
20,20038,5,0,0,0,,,,,,,,
20,20038,6,NA,NA,NA,,,,,,,,
20,20038,7,2,2,0,,,,,,,,
20,20038,8,0,0,0,,,,,,,,
20,20038,9,0,0,0,,,,,,,,
20,20039,1,162,131,31,,,,,,,,
20,20039,2,32,19,13,,,,,,,,
20,20039,3,0,0,0,,,,,,,,
20,20039,4,0,0,0,,,,,,,,
20,20039,5,0,0,0,,,,,,,,
20,20039,6,NA,NA,NA,,,,,,,,
20,20039,7,2,2,0,,,,,,,,
20,20039,8,2,1,1,,,,,,,,
20,20039,9,0,0,0,,,,,,,,
20,20040,1,18,18,0,,,,,,,,
20,20040,2,0,0,0,,,,,,,,
20,20040,3,0,0,0,,,,,,,,
20,20040,4,0,0,0,,,,,,,,
20,20040,5,0,0,0,,,,,,,,
20,20040,6,NA,NA,NA,,,,,,,,
20,20040,7,0,0,0,,,,,,,,
20,20040,8,0,0,0,,,,,,,,
20,20040,9,0,0,0,,,,,,,,
20,20041,1,61,55,6,,,,,,,,
20,20041,2,20,16,4,,,,,,,,
20,20041,3,0,0,0,,,,,,,,
20,20041,4,0,0,0,,,,,,,,
20,20041,5,0,0,0,,,,,,,,
20,20041,6,NA,NA,NA,,,,,,,,
20,20041,7,0,0,0,,,,,,,,
20,20041,8,0,0,0,,,,,,,,
20,20041,9,0,0,0,,,,,,,,
20,20042,1,14,10,4,,,,,,,,
20,20042,2,0,0,0,,,,,,,,
20,20042,3,0,0,0,,,,,,,,
20,20042,4,0,0,0,,,,,,,,
20,20042,5,0,0,0,,,,,,,,
20,20042,6,NA,NA,NA,,,,,,,,
20,20042,7,3,3,0,,,,,,,,
20,20042,8,1,1,0,,,,,,,,
20,20042,9,0,0,0,,,,,,,,
20,20043,1,226,213,13,,,,,,,,
20,20043,2,16,15,1,,,,,,,,
20,20043,3,0,0,0,,,,,,,,
20,20043,4,0,0,0,,,,,,,,
20,20043,5,0,0,0,,,,,,,,
20,20043,6,NA,NA,NA,,,,,,,,
20,20043,7,7,7,0,,,,,,,,
20,20043,8,4,2,2,,,,,,,,
20,20043,9,0,0,0,,,,,,,,
20,20044,1,53,48,5,,,,,,,,
20,20044,2,0,0,0,,,,,,,,
20,20044,3,0,0,0,,,,,,,,
20,20044,4,0,0,0,,,,,,,,
20,20044,5,0,0,0,,,,,,,,
20,20044,6,NA,NA,NA,,,,,,,,
20,20044,7,1,1,0,,,,,,,,
20,20044,8,1,0,1,,,,,,,,
20,20044,9,0,0,0,,,,,,,,
20,20045,1,16,12,4,,,,,,,,
20,20045,2,0,0,0,,,,,,,,
20,20045,3,0,0,0,,,,,,,,
20,20045,4,0,0,0,,,,,,,,
20,20045,5,0,0,0,,,,,,,,
20,20045,6,NA,NA,NA,,,,,,,,
20,20045,7,4,4,0,,,,,,,,
20,20045,8,0,0,0,,,,,,,,
20,20045,9,0,0,0,,,,,,,,
20,20046,1,10,10,0,,,,,,,,
20,20046,2,0,0,0,,,,,,,,
20,20046,3,0,0,0,,,,,,,,
20,20046,4,0,0,0,,,,,,,,
20,20046,5,0,0,0,,,,,,,,
20,20046,6,NA,NA,NA,,,,,,,,
20,20046,7,2,2,0,,,,,,,,
20,20046,8,0,0,0,,,,,,,,
20,20046,9,0,0,0,,,,,,,,
20,20047,1,7,6,1,,,,,,,,
20,20047,2,0,0,0,,,,,,,,
20,20047,3,0,0,0,,,,,,,,
20,20047,4,0,0,0,,,,,,,,
20,20047,5,0,0,0,,,,,,,,
20,20047,6,NA,NA,NA,,,,,,,,
20,20047,7,1,1,0,,,,,,,,
20,20047,8,0,0,0,,,,,,,,
20,20047,9,0,0,0,,,,,,,,
20,20048,1,14,13,1,,,,,,,,
20,20048,2,0,0,0,,,,,,,,
20,20048,3,0,0,0,,,,,,,,
20,20048,4,0,0,0,,,,,,,,
20,20048,5,0,0,0,,,,,,,,
20,20048,6,NA,NA,NA,,,,,,,,
20,20048,7,0,0,0,,,,,,,,
20,20048,8,0,0,0,,,,,,,,
20,20048,9,0,0,0,,,,,,,,
20,20049,1,18,18,0,,,,,,,,
20,20049,2,0,0,0,,,,,,,,
20,20049,3,0,0,0,,,,,,,,
20,20049,4,0,0,0,,,,,,,,
20,20049,5,0,0,0,,,,,,,,
20,20049,6,NA,NA,NA,,,,,,,,
20,20049,7,2,2,0,,,,,,,,
20,20049,8,0,0,0,,,,,,,,
20,20049,9,0,0,0,,,,,,,,
20,20050,1,7,6,1,,,,,,,,
20,20050,2,0,0,0,,,,,,,,
20,20050,3,0,0,0,,,,,,,,
20,20050,4,0,0,0,,,,,,,,
20,20050,5,0,0,0,,,,,,,,
20,20050,6,NA,NA,NA,,,,,,,,
20,20050,7,1,1,0,,,,,,,,
20,20050,8,0,0,0,,,,,,,,
20,20050,9,0,0,0,,,,,,,,
20,20051,1,36,36,0,,,,,,,,
20,20051,2,0,0,0,,,,,,,,
20,20051,3,0,0,0,,,,,,,,
20,20051,4,0,0,0,,,,,,,,
20,20051,5,0,0,0,,,,,,,,
20,20051,6,NA,NA,NA,,,,,,,,
20,20051,7,0,0,0,,,,,,,,
20,20051,8,0,0,0,,,,,,,,
20,20051,9,0,0,0,,,,,,,,
20,20052,1,17,16,1,,,,,,,,
20,20052,2,0,0,0,,,,,,,,
20,20052,3,0,0,0,,,,,,,,
20,20052,4,0,0,0,,,,,,,,
20,20052,5,0,0,0,,,,,,,,
20,20052,6,NA,NA,NA,,,,,,,,
20,20052,7,1,1,0,,,,,,,,
20,20052,8,0,0,0,,,,,,,,
20,20052,9,0,0,0,,,,,,,,
20,20053,1,10,10,0,,,,,,,,
20,20053,2,0,0,0,,,,,,,,
20,20053,3,0,0,0,,,,,,,,
20,20053,4,0,0,0,,,,,,,,
20,20053,5,0,0,0,,,,,,,,
20,20053,6,NA,NA,NA,,,,,,,,
20,20053,7,2,2,0,,,,,,,,
20,20053,8,0,0,0,,,,,,,,
20,20053,9,0,0,0,,,,,,,,
20,20054,1,6,2,4,,,,,,,,
20,20054,2,0,0,0,,,,,,,,
20,20054,3,0,0,0,,,,,,,,
20,20054,4,0,0,0,,,,,,,,
20,20054,5,0,0,0,,,,,,,,
20,20054,6,NA,NA,NA,,,,,,,,
20,20054,7,1,1,0,,,,,,,,
20,20054,8,0,0,0,,,,,,,,
20,20054,9,0,0,0,,,,,,,,
20,20055,1,9,9,0,,,,,,,,
20,20055,2,0,0,0,,,,,,,,
20,20055,3,0,0,0,,,,,,,,
20,20055,4,0,0,0,,,,,,,,
20,20055,5,0,0,0,,,,,,,,
20,20055,6,NA,NA,NA,,,,,,,,
20,20055,7,1,0,1,,,,,,,,
20,20055,8,0,0,0,,,,,,,,
20,20055,9,0,0,0,,,,,,,,
20,20056,1,10,10,0,,,,,,,,
20,20056,2,0,0,0,,,,,,,,
20,20056,3,0,0,0,,,,,,,,
20,20056,4,0,0,0,,,,,,,,
20,20056,5,0,0,0,,,,,,,,
20,20056,6,NA,NA,NA,,,,,,,,
20,20056,7,2,2,0,,,,,,,,
20,20056,8,0,0,0,,,,,,,,
20,20056,9,0,0,0,,,,,,,,
20,20057,1,82,77,5,,,,,,,,
20,20057,2,17,10,7,,,,,,,,
20,20057,3,0,0,0,,,,,,,,
20,20057,4,0,0,0,,,,,,,,
20,20057,5,0,0,0,,,,,,,,
20,20057,6,NA,NA,NA,,,,,,,,
20,20057,7,5,5,0,,,,,,,,
20,20057,8,2,1,1,,,,,,,,
20,20057,9,0,0,0,,,,,,,,
20,20058,1,22,20,2,,,,,,,,
20,20058,2,0,0,0,,,,,,,,
20,20058,3,0,0,0,,,,,,,,
20,20058,4,0,0,0,,,,,,,,
20,20058,5,0,0,0,,,,,,,,
20,20058,6,NA,NA,NA,,,,,,,,
20,20058,7,2,2,0,,,,,,,,
20,20058,8,0,0,0,,,,,,,,
20,20058,9,0,0,0,,,,,,,,
20,20059,1,44,36,8,,,,,,,,
20,20059,2,0,0,0,,,,,,,,
20,20059,3,0,0,0,,,,,,,,
20,20059,4,0,0,0,,,,,,,,
20,20059,5,0,0,0,,,,,,,,
20,20059,6,NA,NA,NA,,,,,,,,
20,20059,7,14,11,3,,,,,,,,
20,20059,8,0,0,0,,,,,,,,
20,20059,9,0,0,0,,,,,,,,
20,20060,1,15,15,0,,,,,,,,
20,20060,2,0,0,0,,,,,,,,
20,20060,3,0,0,0,,,,,,,,
20,20060,4,0,0,0,,,,,,,,
20,20060,5,0,0,0,,,,,,,,
20,20060,6,NA,NA,NA,,,,,,,,
20,20060,7,0,0,0,,,,,,,,
20,20060,8,0,0,0,,,,,,,,
20,20060,9,0,0,0,,,,,,,,
20,20061,1,0,0,0,,,,,,,,
20,20061,2,0,0,0,,,,,,,,
20,20061,3,0,0,0,,,,,,,,
20,20061,4,0,0,0,,,,,,,,
20,20061,5,0,0,0,,,,,,,,
20,20061,6,NA,NA,NA,,,,,,,,
20,20061,7,0,0,0,,,,,,,,
20,20061,8,0,0,0,,,,,,,,
20,20061,9,0,0,0,,,,,,,,
20,20062,1,9,7,2,,,,,,,,
20,20062,2,0,0,0,,,,,,,,
20,20062,3,0,0,0,,,,,,,,
20,20062,4,0,0,0,,,,,,,,
20,20062,5,0,0,0,,,,,,,,
20,20062,6,NA,NA,NA,,,,,,,,
20,20062,7,3,3,0,,,,,,,,
20,20062,8,0,0,0,,,,,,,,
20,20062,9,0,0,0,,,,,,,,
20,20063,1,14,10,4,,,,,,,,
20,20063,2,0,0,0,,,,,,,,
20,20063,3,0,0,0,,,,,,,,
20,20063,4,0,0,0,,,,,,,,
20,20063,5,0,0,0,,,,,,,,
20,20063,6,NA,NA,NA,,,,,,,,
20,20063,7,2,2,0,,,,,,,,
20,20063,8,0,0,0,,,,,,,,
20,20063,9,0,0,0,,,,,,,,
20,20064,1,14,14,0,,,,,,,,
20,20064,2,0,0,0,,,,,,,,
20,20064,3,0,0,0,,,,,,,,
20,20064,4,0,0,0,,,,,,,,
20,20064,5,0,0,0,,,,,,,,
20,20064,6,NA,NA,NA,,,,,,,,
20,20064,7,3,3,0,,,,,,,,
20,20064,8,0,0,0,,,,,,,,
20,20064,9,0,0,0,,,,,,,,
20,20065,1,10,10,0,,,,,,,,
20,20065,2,0,0,0,,,,,,,,
20,20065,3,0,0,0,,,,,,,,
20,20065,4,0,0,0,,,,,,,,
20,20065,5,0,0,0,,,,,,,,
20,20065,6,NA,NA,NA,,,,,,,,
20,20065,7,2,2,0,,,,,,,,
20,20065,8,0,0,0,,,,,,,,
20,20065,9,0,0,0,,,,,,,,
20,20066,1,12,11,1,,,,,,,,
20,20066,2,0,0,0,,,,,,,,
20,20066,3,0,0,0,,,,,,,,
20,20066,4,0,0,0,,,,,,,,
20,20066,5,0,0,0,,,,,,,,
20,20066,6,NA,NA,NA,,,,,,,,
20,20066,7,3,2,1,,,,,,,,
20,20066,8,1,0,1,,,,,,,,
20,20066,9,0,0,0,,,,,,,,
20,20067,1,681,573,108,,,,,,,,
20,20067,2,282,210,72,,,,,,,,
20,20067,3,0,0,0,,,,,,,,
20,20067,4,0,0,0,,,,,,,,
20,20067,5,0,0,0,,,,,,,,
20,20067,6,NA,NA,NA,,,,,,,,
20,20067,7,27,17,10,,,,,,,,
20,20067,8,138,55,83,,,,,,,,
20,20067,9,0,0,0,,,,,,,,
20,20068,1,40,30,10,,,,,,,,
20,20068,2,0,0,0,,,,,,,,
20,20068,3,0,0,0,,,,,,,,
20,20068,4,0,0,0,,,,,,,,
20,20068,5,0,0,0,,,,,,,,
20,20068,6,NA,NA,NA,,,,,,,,
20,20068,7,20,18,2,,,,,,,,
20,20068,8,0,0,0,,,,,,,,
20,20068,9,0,0,0,,,,,,,,
20,20069,1,13,13,0,,,,,,,,
20,20069,2,0,0,0,,,,,,,,
20,20069,3,0,0,0,,,,,,,,
20,20069,4,0,0,0,,,,,,,,
20,20069,5,0,0,0,,,,,,,,
20,20069,6,NA,NA,NA,,,,,,,,
20,20069,7,1,1,0,,,,,,,,
20,20069,8,0,0,0,,,,,,,,
20,20069,9,0,0,0,,,,,,,,
20,20070,1,23,21,2,,,,,,,,
20,20070,2,0,0,0,,,,,,,,
20,20070,3,0,0,0,,,,,,,,
20,20070,4,0,0,0,,,,,,,,
20,20070,5,0,0,0,,,,,,,,
20,20070,6,NA,NA,NA,,,,,,,,
20,20070,7,2,2,0,,,,,,,,
20,20070,8,0,0,0,,,,,,,,
20,20070,9,0,0,0,,,,,,,,
20,20071,1,12,12,0,,,,,,,,
20,20071,2,0,0,0,,,,,,,,
20,20071,3,0,0,0,,,,,,,,
20,20071,4,0,0,0,,,,,,,,
20,20071,5,0,0,0,,,,,,,,
20,20071,6,NA,NA,NA,,,,,,,,
20,20071,7,0,0,0,,,,,,,,
20,20071,8,0,0,0,,,,,,,,
20,20071,9,0,0,0,,,,,,,,
20,20072,1,16,9,7,,,,,,,,
20,20072,2,0,0,0,,,,,,,,
20,20072,3,0,0,0,,,,,,,,
20,20072,4,0,0,0,,,,,,,,
20,20072,5,0,0,0,,,,,,,,
20,20072,6,NA,NA,NA,,,,,,,,
20,20072,7,2,2,0,,,,,,,,
20,20072,8,0,0,0,,,,,,,,
20,20072,9,0,0,0,,,,,,,,
20,20073,1,30,28,2,,,,,,,,
20,20073,2,0,0,0,,,,,,,,
20,20073,3,0,0,0,,,,,,,,
20,20073,4,0,0,0,,,,,,,,
20,20073,5,0,0,0,,,,,,,,
